application_id,customer_email,installer_partner_id,installation_type,system_size_kwp,loan_amount_eur,loan_term_months,application_date,credit_score,annual_income_eur,postal_code,status,data_quality_flags,risk_category,loan_to_income_ratio,processed_at,loan_id,disbursement_date,current_balance_eur,days_past_due,payment_status,last_payment_date,next_payment_due,lms_quality_flags,delinquency_bucket,months_since_disbursement,estimated_remaining_balance
APP097,customer97@test.com,INST_421,solar_battery,8.1,31106,180,2024-12-22,805.0,71211.0,50668,approved,{},Excellent,0.4368145370799455,2026-01-23 18:55:21.640842+01:00,LN20250311,2025-03-11,25311.0,0.0,current,2025-04-24,2025-05-24,{},Current,10.0,25311.0
APP098,person98@mail.de,INST_719,solar_pv,7.9,11524,144,2024-10-21,694.0,37260.0,01069,approved,{},Fair,0.3092860976918948,2026-01-23 18:55:21.640842+01:00,LN20250323,2025-03-23,21433.0,0.0,current,2025-04-19,2025-05-19,"{""duplicate_loan_id"": true, ""balance_exceeds_original"": true}",Current,10.0,21433.0
APP099,buyer99@test.com,INST_091,heat_pump,,21764,120,2024-09-30,720.0,78357.0,70174,approved,{},Good,0.2777543805913958,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,21764.0
APP100,buyer100@email.de,INST_203,solar_pv,12.4,13545,144,2024-08-20,627.0,60105.0,01070,approved,{},Poor,0.22535562765160969,2026-01-23 18:55:21.640842+01:00,LN20250325,2025-03-25,15709.0,0.0,current,2025-05-12,2025-06-11,"{""balance_exceeds_original"": true}",Current,10.0,15709.0
APP101,user101@provider.com,INST_512,solar_battery,19.7,22745,96,2024-07-29,612.0,70954.0,20100,approved,{},Poor,0.320559799306593,2026-01-23 18:55:21.640842+01:00,LN20250316,2025-03-16,12267.0,0.0,current,2025-04-30,2025-05-30,"{""duplicate_loan_id"": true}",Current,10.0,12267.0
APP102,customer102@example.com,INST_512,heat_pump,,20136,96,2024-06-04,627.0,41734.0,50667,approved,{},Poor,0.48248430536253417,2026-01-23 18:55:21.640842+01:00,LN20250315,2025-03-15,19687.0,15.0,late,2025-04-22,2025-05-22,"{""duplicate_loan_id"": true}",Late,10.0,19687.0
APP103,applicant103@web.de,INST_719,heat_pump,,17395,120,2024-10-26,724.0,74824.0,01067,approved,{},Good,0.23247888378060516,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,17395.0
APP104,customer104@domain.de,INST_203,heat_pump,,21003,120,2024-12-16,800.0,91207.0,60311,approved,{},Excellent,0.23027837775609328,2026-01-23 18:55:21.640842+01:00,LN20250324,2025-03-24,14218.0,0.0,current,2025-05-23,2025-06-22,"{""duplicate_loan_id"": true}",Current,10.0,14218.0
APP105,contact105@mail.de,INST_042,heat_pump,,16043,120,2024-08-07,599.0,55517.0,10119,approved,{},Poor,0.28897454833654557,2026-01-23 18:55:21.640842+01:00,LN20250315,2025-03-15,25177.0,0.0,current,2025-05-04,2025-06-03,"{""balance_exceeds_original"": true}",Current,10.0,25177.0
APP106,person106@example.com,INST_091,heat_pump,,20334,120,2024-08-13,755.0,65595.0,50667,declined,{},Excellent,0.30999313972101533,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,20334.0
APP107,buyer107@example.com,INST_091,solar_pv,12.5,19749,180,2024-11-13,622.0,75319.0,80337,declined,{},Poor,0.26220475577211594,2026-01-23 18:55:21.640842+01:00,LN20250304,2025-03-04,17271.0,0.0,late,2025-04-12,2025-05-12,"{""duplicate_loan_id"": true}",Current,10.0,17271.0
APP108,client108@web.de,INST_287,solar_battery,9.0,29172,96,2024-11-24,718.0,99722.0,01069,approved,{},Good,0.29253324241391065,2026-01-23 18:55:21.640842+01:00,LN20250305,2025-03-05,27913.0,0.0,current,2025-04-11,2025-05-11,"{""duplicate_loan_id"": true}",Current,10.0,27913.0
APP109,contact109@web.de,INST_512,solar_pv,5.4,19441,144,2024-06-24,585.0,70325.0,01067,declined,{},Poor,0.27644507643085675,2026-01-23 18:55:21.640842+01:00,LN20250326,2025-03-26,21232.0,0.0,current,2025-05-03,2025-06-02,"{""balance_exceeds_original"": true}",Current,10.0,21232.0
APP110,customer110@domain.de,INST_156,heat_pump,,21700,144,2024-07-17,603.0,96605.0,60313,approved,{},Poor,0.22462605455204182,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,21700.0
APP111,client111@email.de,INST_421,heat_pump,,16601,96,2024-09-14,788.0,107102.0,70173,approved,{},Excellent,0.1550017740098224,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,16601.0
APP112,user112@mail.de,INST_512,heat_pump,,23242,180,2024-11-16,672.0,100338.0,60314,approved,{},Fair,0.23163706671450499,2026-01-23 18:55:21.640842+01:00,LN20250308,2025-03-08,15230.0,0.0,current,2025-05-05,2025-06-04,"{""duplicate_loan_id"": true}",Current,10.0,15230.0
APP113,person113@domain.de,INST_091,solar_pv,5.1,19024,180,2024-07-02,620.0,75730.0,40212,approved,{},Poor,0.2512082397992869,2026-01-23 18:55:21.640842+01:00,LN20250313,2025-03-13,26731.0,0.0,current,2025-04-02,2025-05-02,"{""balance_exceeds_original"": true}",Current,10.0,26731.0
APP114,contact114@test.com,INST_512,heat_pump,,20479,120,2024-07-01,654.0,101698.0,30163,approved,{},Fair,0.20137072508800566,2026-01-23 18:55:21.640842+01:00,LN20250331,2025-03-31,16965.0,0.0,current,2025-05-30,2025-06-29,"{""duplicate_loan_id"": true}",Current,10.0,16965.0
APP115,client115@domain.de,INST_608,solar_pv,12.7,14526,144,2024-09-07,801.0,44150.0,40211,approved,{},Excellent,0.32901472253680636,2026-01-23 18:55:21.640842+01:00,LN20250326,2025-03-26,24157.0,0.0,current,2025-05-02,2025-06-01,"{""duplicate_loan_id"": true, ""balance_exceeds_original"": true}",Current,10.0,24157.0
APP116,client116@web.de,INST_608,solar_pv,9.5,12434,180,2024-12-28,728.0,99178.0,50667,declined,{},Good,0.12537054588719274,2026-01-23 18:55:21.640842+01:00,LN20250331,2025-03-31,24542.0,0.0,current,2025-05-19,2025-06-18,"{""duplicate_loan_id"": true, ""balance_exceeds_original"": true}",Current,10.0,24542.0
APP117,contact117@provider.com,INST_421,solar_battery,12.9,34706,180,2024-09-25,678.0,65613.0,80331,pending,{},Fair,0.5289500556292198,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,34706.0
APP118,contact118@email.de,INST_608,heat_pump,,21439,180,2024-11-17,,100836.0,20099,approved,"{""credit_score_out_of_range"": true}",Unknown,0.21261255900670395,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,21439.0
APP119,applicant119@provider.com,INST_091,heat_pump,,23692,144,2024-06-04,619.0,44807.0,20099,approved,{},Poor,0.5287566674849912,2026-01-23 18:55:21.640842+01:00,LN20250319,2025-03-19,14132.0,0.0,current,2025-04-24,2025-05-24,{},Current,10.0,14132.0
APP120,buyer120@test.com,INST_091,heat_pump,8.5,24864,180,2024-11-20,807.0,98956.0,60311,pending,{},Excellent,0.25126318767937267,2026-01-23 18:55:21.640842+01:00,LN20250304,2025-03-04,27864.0,0.0,current,2025-03-25,2025-04-24,"{""duplicate_loan_id"": true, ""balance_exceeds_original"": true}",Current,10.0,27864.0
APP121,client121@example.com,INST_156,heat_pump,13.6,16474,120,2024-06-26,757.0,74251.0,01069,declined,{},Excellent,0.2218690657364884,2026-01-23 18:55:21.640842+01:00,LN20250318,2025-03-18,21097.0,72.0,delinquent,2025-05-10,2025-06-09,"{""balance_exceeds_original"": true}",Delinquent,10.0,21097.0
APP122,person122@example.com,INST_719,solar_battery,18.5,31985,120,2024-10-14,624.0,45350.0,40210,approved,{},Poor,0.7052921719955899,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,31985.0
APP123,contact123@mail.de,INST_719,solar_battery,16.1,26712,144,2024-07-30,582.0,95981.0,40212,approved,{},Poor,0.2783050812139903,2026-01-23 18:55:21.640842+01:00,LN20250316,2025-03-16,25743.0,0.0,current,2025-04-29,2025-05-29,"{""duplicate_loan_id"": true}",Current,10.0,25743.0
APP124,client124@web.de,INST_287,solar_battery,9.3,29916,144,2024-11-11,630.0,85422.0,01069,approved,{},Poor,0.35021423052609396,2026-01-23 18:55:21.640842+01:00,LN20250315,2025-03-15,25688.0,0.0,current,2025-04-24,2025-05-24,"{""duplicate_loan_id"": true}",Current,10.0,25688.0
APP125,person125@web.de,INST_334,heat_pump,,24138,120,2024-06-06,755.0,41428.0,60311,approved,{},Excellent,0.5826494158540118,2026-01-23 18:55:21.640842+01:00,LN20250319,2025-03-19,12601.0,0.0,current,2025-05-01,2025-05-31,"{""duplicate_loan_id"": true}",Current,10.0,12601.0
APP126,buyer126@domain.de,INST_512,solar_pv,14.0,11591,96,2024-11-10,776.0,52927.0,40211,approved,{},Excellent,0.2189997543786725,2026-01-23 18:55:21.640842+01:00,LN20250318,2025-03-18,21574.0,0.0,current,2025-04-26,2025-05-26,"{""duplicate_loan_id"": true, ""balance_exceeds_original"": true}",Current,10.0,21574.0
APP127,client127@web.de,INST_608,solar_battery,10.4,24877,144,2024-10-27,663.0,89460.0,01070,approved,{},Fair,0.27807958864296894,2026-01-23 18:55:21.640842+01:00,LN20250327,2025-03-27,27889.0,0.0,current,2025-05-02,2025-06-01,"{""duplicate_loan_id"": true, ""balance_exceeds_original"": true}",Current,10.0,27889.0
APP128,person128@domain.de,INST_421,solar_battery,13.6,23886,144,2024-07-13,655.0,79396.0,30163,pending,{},Fair,0.30084639024636,2026-01-23 18:55:21.640842+01:00,LN20250309,2025-03-09,27816.0,3.0,late,2025-04-13,2025-05-13,"{""balance_exceeds_original"": true}",Late,10.0,27816.0
APP129,client129@email.de,INST_203,solar_battery,12.6,31577,180,2024-06-24,674.0,69362.0,10115,approved,{},Fair,0.455249271935642,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,31577.0
APP130,applicant130@email.de,INST_156,heat_pump,,23606,96,2024-06-07,745.0,43285.0,70175,approved,{},Good,0.5453621346886912,2026-01-23 18:55:21.640842+01:00,LN20250325,2025-03-25,13693.0,19.0,late,2025-04-26,2025-05-26,"{""duplicate_loan_id"": true}",Late,10.0,13693.0
APP131,applicant131@web.de,INST_156,solar_battery,13.4,28367,180,2024-06-10,717.0,52781.0,70173,approved,{},Good,0.5374471874348724,2026-01-23 18:55:21.640842+01:00,LN20250322,2025-03-22,15119.0,0.0,current,2025-05-12,2025-06-11,"{""duplicate_loan_id"": true}",Current,10.0,15119.0
APP132,person132@domain.de,INST_334,solar_pv,7.2,16070,96,2024-11-15,651.0,39288.0,30163,approved,{},Fair,0.40903074730197514,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,16070.0
APP133,contact133@email.de,INST_203,solar_battery,10.3,26520,96,2024-11-23,595.0,87184.0,70175,pending,{},Poor,0.3041842539915581,2026-01-23 18:55:21.640842+01:00,LN20250321,2025-03-21,30269.0,14.0,late,2025-04-17,2025-05-17,"{""duplicate_loan_id"": true, ""balance_exceeds_original"": true}",Late,10.0,30269.0
APP134,person134@mail.de,INST_156,solar_battery,14.7,34536,96,2024-06-13,632.0,43992.0,80335,pending,{},Poor,0.7850518276050191,2026-01-23 18:55:21.640842+01:00,LN20250315,2025-03-15,28281.0,0.0,current,2025-05-08,2025-06-07,"{""duplicate_loan_id"": true}",Current,10.0,28281.0
APP135,person135@web.de,INST_334,solar_pv,5.1,12159,96,2024-08-10,608.0,38379.0,20099,approved,{},Poor,0.3168138825920425,2026-01-23 18:55:21.640842+01:00,LN20250305,2025-03-05,20782.0,30.0,late,2025-03-29,2025-04-28,"{""balance_exceeds_original"": true}",Late,10.0,20782.0
APP136,customer136@example.com,INST_608,solar_battery,13.4,29802,120,2024-07-15,609.0,43330.0,10117,approved,{},Poor,0.6877913685668128,2026-01-23 18:55:21.640842+01:00,LN20250326,2025-03-26,19519.0,0.0,current,2025-04-20,2025-05-20,"{""duplicate_loan_id"": true}",Current,10.0,19519.0
APP137,applicant137@example.com,INST_091,solar_pv,0.0,17504,180,2024-11-05,713.0,74535.0,01070,declined,"{""invalid_system_size"": true}",Good,0.2348426913530556,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,17504.0
APP138,client138@example.com,INST_719,solar_battery,11.3,24067,144,2024-11-30,617.0,43609.0,10119,declined,{},Poor,0.5518814923524961,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,24067.0
APP139,applicant139@mail.de,INST_512,heat_pump,,19522,180,2024-09-25,609.0,107264.0,40211,approved,{},Poor,0.18199955250596658,2026-01-23 18:55:21.640842+01:00,LN20250312,2025-03-12,29796.0,0.0,current,2025-05-10,2025-06-09,"{""duplicate_loan_id"": true, ""balance_exceeds_original"": true}",Current,10.0,29796.0
APP140,customer140@domain.de,INST_091,heat_pump,,18500,96,2024-09-15,645.0,84060.0,20095,approved,{},Poor,0.22008089459909588,2026-01-23 18:55:21.640842+01:00,LN20250322,2025-03-22,16680.0,0.0,current,2025-05-05,2025-06-04,"{""duplicate_loan_id"": true}",Current,10.0,16680.0
APP141,customer141@example.com,INST_334,solar_pv,14.6,19608,180,2024-09-19,722.0,42861.0,01070,declined,{},Good,0.4574788269055785,2026-01-23 18:55:21.640842+01:00,LN20250322,2025-03-22,16214.0,0.0,current,2025-05-13,2025-06-12,"{""duplicate_loan_id"": true}",Current,10.0,16214.0
APP142,customer142@mail.de,INST_608,solar_pv,6.5,13485,144,2024-12-02,727.0,101507.0,50667,approved,{},Good,0.13284798092742373,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,13485.0
APP143,buyer143@email.de,INST_156,solar_battery,15.3,22430,144,2024-06-30,723.0,107972.0,40210,approved,{},Good,0.20773904345571073,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,22430.0
APP144,kunde144@email.de,INST_608,solar_battery,12.8,32769,120,2024-11-27,616.0,109228.0,50668,approved,{},Poor,0.3000054930970081,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,32769.0
APP145,kunde145@test.com,INST_156,solar_battery,19.3,34727,96,2024-09-05,764.0,77517.0,60314,approved,{},Excellent,0.44799205335603803,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,34727.0
APP146,customer146@mail.de,INST_421,solar_pv,7.7,16785,96,2024-11-20,735.0,92939.0,80337,approved,{},Good,0.18060233056090555,2026-01-23 18:55:21.640842+01:00,LN20250307,2025-03-07,12204.0,0.0,current,2025-04-26,2025-05-26,"{""duplicate_loan_id"": true}",Current,10.0,12204.0
APP147,kunde147@test.com,INST_287,heat_pump,,19612,120,2024-08-12,658.0,40952.0,01067,approved,{},Fair,0.4789021293221332,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,19612.0
APP148,person148@web.de,INST_608,solar_pv,6.8,17055,144,2024-12-14,581.0,100193.0,30159,approved,{},Poor,0.17022147255796313,2026-01-23 18:55:21.640842+01:00,LN20250316,2025-03-16,29378.0,0.0,current,2025-05-06,2025-06-05,"{""duplicate_loan_id"": true, ""balance_exceeds_original"": true}",Current,10.0,29378.0
APP149,applicant149@mail.de,INST_091,solar_battery,14.9,27129,180,2024-06-19,,45205.0,01070,approved,"{""credit_score_out_of_range"": true}",Unknown,0.6001327286804558,2026-01-23 18:55:21.640842+01:00,LN20250321,2025-03-21,16604.0,0.0,current,2025-04-14,2025-05-14,"{""duplicate_loan_id"": true}",Current,10.0,16604.0
APP150,applicant150@web.de,INST_421,solar_battery,13.2,23443,96,2024-06-06,792.0,82428.0,20100,declined,{},Excellent,0.28440578444217984,2026-01-23 18:55:21.640842+01:00,LN20250313,2025-03-13,25814.0,0.0,current,2025-04-24,2025-05-24,"{""duplicate_loan_id"": true, ""balance_exceeds_original"": true}",Current,10.0,25814.0
APP151,person151@domain.de,INST_334,solar_battery,15.6,30363,144,2024-09-10,623.0,45011.0,01070,approved,{},Poor,0.6745684388260648,2026-01-23 18:55:21.640842+01:00,LN20250330,2025-03-30,19372.0,82.0,delinquent,2025-04-30,2025-05-30,{},Delinquent,10.0,19372.0
APP152,customer152@test.com,INST_512,heat_pump,,18842,180,2024-12-04,645.0,60856.0,30163,approved,{},Poor,0.30961614302616014,2026-01-23 18:55:21.640842+01:00,LN20250327,2025-03-27,27769.0,0.0,current,2025-05-12,2025-06-11,"{""duplicate_loan_id"": true, ""balance_exceeds_original"": true}",Current,10.0,27769.0
APP153,user153@example.com,INST_091,heat_pump,,21295,180,2024-12-11,805.0,108989.0,30159,approved,{},Excellent,0.19538669039994863,2026-01-23 18:55:21.640842+01:00,LN20250324,2025-03-24,27109.0,15.0,late,2025-04-23,2025-05-23,"{""balance_exceeds_original"": true}",Late,10.0,27109.0
APP154,kunde154@mail.de,INST_287,heat_pump,,17215,96,2024-09-22,670.0,101497.0,50667,declined,{},Fair,0.1696109244608215,2026-01-23 18:55:21.640842+01:00,LN20250316,2025-03-16,25092.0,0.0,current,2025-05-15,2025-06-14,"{""duplicate_loan_id"": true, ""balance_exceeds_original"": true}",Current,10.0,25092.0
APP155,person155@mail.de,INST_719,solar_pv,9.5,10672,180,2024-11-13,728.0,107655.0,40211,approved,{},Good,0.09913148483581813,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,10672.0
APP156,person156@provider.com,INST_512,solar_pv,10.0,11381,180,2024-10-07,794.0,80015.0,10117,approved,{},Excellent,0.14223583078172844,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,11381.0
APP157,kunde157@domain.de,INST_334,heat_pump,,22697,96,2024-10-13,652.0,85779.0,40211,approved,{},Fair,0.26459856141946164,2026-01-23 18:55:21.640842+01:00,LN20250328,2025-03-28,14098.0,0.0,current,2025-05-19,2025-06-18,"{""duplicate_loan_id"": true}",Current,10.0,14098.0
APP158,client158@mail.de,INST_421,solar_pv,5.8,15461,120,2024-08-24,765.0,54709.0,70175,approved,{},Excellent,0.2826043246997752,2026-01-23 18:55:21.640842+01:00,LN20250331,2025-03-31,19097.0,0.0,current,2025-05-12,2025-06-11,"{""balance_exceeds_original"": true}",Current,10.0,19097.0
APP159,customer159@provider.com,INST_421,heat_pump,,18093,144,2024-10-31,782.0,78054.0,10119,approved,{},Excellent,0.23180106080405874,2026-01-23 18:55:21.640842+01:00,LN20250324,2025-03-24,29177.0,16.0,late,2025-04-27,2025-05-27,"{""duplicate_loan_id"": true, ""balance_exceeds_original"": true}",Late,10.0,29177.0
APP160,customer160@mail.de,INST_091,solar_battery,10.7,25145,96,2024-06-05,776.0,98736.0,50667,approved,{},Excellent,0.25466901636687733,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,25145.0
APP161,user161@provider.com,INST_512,solar_battery,18.0,24962,96,2024-11-17,619.0,56266.0,30159,approved,{},Poor,0.4436426971883553,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,24962.0
APP162,person162@mail.de,INST_512,solar_battery,17.0,34327,120,2024-09-14,736.0,72346.0,01067,declined,{},Good,0.4744837309595555,2026-01-23 18:55:21.640842+01:00,LN20250301,2025-03-01,28359.0,0.0,current,2025-04-23,2025-05-23,"{""duplicate_loan_id"": true}",Current,10.0,28359.0
APP163,person163@domain.de,INST_719,heat_pump,,24239,120,2024-09-03,652.0,85052.0,40210,pending,{},Fair,0.2849903588392983,2026-01-23 18:55:21.640842+01:00,LN20250331,2025-03-31,25082.0,0.0,current,2025-05-09,2025-06-08,"{""duplicate_loan_id"": true, ""balance_exceeds_original"": true}",Current,10.0,25082.0
APP164,user164@mail.de,INST_512,solar_pv,13.5,18452,120,2024-08-04,819.0,48446.0,40212,approved,{},Excellent,0.38087767823968954,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,18452.0
APP165,person165@example.com,INST_091,solar_pv,5.5,16797,144,2024-09-20,818.0,38495.0,80335,declined,{},Excellent,0.43634238212754906,2026-01-23 18:55:21.640842+01:00,LN20250328,2025-03-28,18896.0,0.0,current,2025-04-23,2025-05-23,"{""duplicate_loan_id"": true, ""balance_exceeds_original"": true}",Current,10.0,18896.0
APP166,contact166@provider.com,INST_156,solar_pv,6.4,12392,180,2024-07-28,746.0,78947.0,50668,pending,{},Good,0.1569660658416406,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,12392.0
APP167,applicant167@email.de,INST_287,heat_pump,,18449,120,2024-09-23,,63266.0,10115,pending,"{""credit_score_out_of_range"": true}",Unknown,0.29161002750292414,2026-01-23 18:55:21.640842+01:00,LN20250316,2025-03-16,12286.0,0.0,current,2025-04-27,2025-05-27,"{""duplicate_loan_id"": true}",Current,10.0,12286.0
APP168,kunde168@provider.com,INST_608,solar_pv,6.1,11029,120,2024-08-17,739.0,94914.0,10117,approved,{},Good,0.11619992835619614,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,11029.0
APP169,client169@email.de,INST_608,solar_pv,6.9,16825,96,2024-12-01,641.0,109798.0,50667,approved,{},Poor,0.15323594236689192,2026-01-23 18:55:21.640842+01:00,LN20250307,2025-03-07,32116.0,0.0,current,2025-04-12,2025-05-12,"{""balance_exceeds_original"": true}",Current,10.0,32116.0
APP170,customer170@domain.de,INST_719,solar_battery,17.5,27850,144,2024-09-08,644.0,37128.0,10117,approved,{},Poor,0.750107735401853,2026-01-23 18:55:21.640842+01:00,LN20250327,2025-03-27,18204.0,0.0,current,2025-05-11,2025-06-10,"{""duplicate_loan_id"": true}",Current,10.0,18204.0
APP171,customer171@provider.com,INST_512,solar_pv,11.3,17840,96,2024-07-05,624.0,95899.0,50670,approved,{},Poor,0.1860290513978248,2026-01-23 18:55:21.640842+01:00,LN20250316,2025-03-16,24384.0,0.0,current,2025-05-02,2025-06-01,"{""duplicate_loan_id"": true, ""balance_exceeds_original"": true}",Current,10.0,24384.0
APP172,contact172@mail.de,INST_042,solar_pv,9.0,18444,120,2024-08-15,660.0,75642.0,10117,declined,{},Fair,0.24383279130641708,2026-01-23 18:55:21.640842+01:00,LN20250320,2025-03-20,15350.0,0.0,current,2025-04-28,2025-05-28,{},Current,10.0,15350.0
APP173,contact173@example.com,INST_334,solar_battery,13.2,28029,120,2024-08-13,649.0,51315.0,30159,approved,{},Poor,0.546214557147033,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,28029.0
APP174,buyer174@mail.de,INST_091,heat_pump,12.2,22955,96,2024-10-06,648.0,45828.0,70173,approved,{},Poor,0.5008946495592215,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,22955.0
APP175,applicant175@mail.de,INST_042,heat_pump,,23272,96,2024-08-23,750.0,56842.0,50667,approved,{},Excellent,0.4094155729918018,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,23272.0
APP176,kunde176@test.com,INST_091,heat_pump,12.3,16510,120,2024-11-19,753.0,55969.0,60311,approved,{},Excellent,0.29498472368632633,2026-01-23 18:55:21.640842+01:00,LN20250319,2025-03-19,24523.0,0.0,current,2025-05-17,2025-06-16,"{""duplicate_loan_id"": true, ""balance_exceeds_original"": true}",Current,10.0,24523.0
APP177,customer177@web.de,INST_156,heat_pump,,23371,144,2024-12-17,588.0,55111.0,50670,approved,{},Poor,0.42407141949882965,2026-01-23 18:55:21.640842+01:00,LN20250310,2025-03-10,18482.0,0.0,current,2025-05-03,2025-06-02,"{""duplicate_loan_id"": true}",Current,10.0,18482.0
APP178,customer178@mail.de,INST_287,solar_battery,14.2,30176,180,2024-09-10,586.0,59385.0,40212,approved,{},Poor,0.5081417866464596,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,30176.0
APP179,contact179@email.de,INST_334,heat_pump,,18223,144,2024-07-25,631.0,51074.0,50667,approved,{},Poor,0.3567960214590594,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,18223.0
APP180,customer180@test.com,INST_156,solar_pv,12.9,12852,120,2024-11-29,797.0,55644.0,70175,approved,{},Excellent,0.23096829846883762,2026-01-23 18:55:21.640842+01:00,LN20250327,2025-03-27,26888.0,65.0,delinquent,2025-04-17,2025-05-17,"{""duplicate_loan_id"": true, ""balance_exceeds_original"": true}",Delinquent,10.0,26888.0
APP181,buyer181@example.com,INST_512,solar_battery,15.3,24126,180,2024-12-20,699.0,107305.0,10115,approved,{},Fair,0.22483574856716834,2026-01-23 18:55:21.640842+01:00,LN20250325,2025-03-25,27740.0,0.0,current,2025-05-12,2025-06-11,"{""duplicate_loan_id"": true, ""balance_exceeds_original"": true}",Current,10.0,27740.0
APP182,user182@domain.de,INST_608,solar_battery,13.6,29372,120,2024-12-14,661.0,44720.0,30163,approved,{},Fair,0.6567978533094813,2026-01-23 18:55:21.640842+01:00,LN20250320,2025-03-20,27858.0,0.0,current,2025-04-13,2025-05-13,"{""duplicate_loan_id"": true}",Current,10.0,27858.0
APP183,client183@provider.com,INST_203,solar_pv,6.5,18488,144,2024-12-14,792.0,51274.0,60313,approved,{},Excellent,0.36057260989975426,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,18488.0
APP184,customer184@web.de,INST_156,solar_battery,15.5,24050,120,2024-10-11,721.0,70972.0,10119,approved,{},Good,0.33886603167446316,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,24050.0
APP185,buyer185@provider.com,INST_203,heat_pump,,65324,180,2024-07-14,795.0,108874.0,40211,declined,{},Excellent,0.5999963260282528,2026-01-23 18:55:21.640842+01:00,LN20250328,2025-03-28,25662.0,0.0,current,2025-05-18,2025-06-17,"{""duplicate_loan_id"": true}",Current,10.0,25662.0
APP186,applicant186@mail.de,INST_512,heat_pump,,23912,96,2024-11-06,654.0,74596.0,10115,approved,{},Fair,0.3205533808783313,2026-01-23 18:55:21.640842+01:00,LN20250305,2025-03-05,20380.0,0.0,late,2025-04-01,2025-05-01,"{""duplicate_loan_id"": true}",Current,10.0,20380.0
APP187,client187@provider.com,INST_334,solar_pv,6.4,19939,180,2024-11-24,632.0,79589.0,20100,approved,{},Poor,0.25052456997826333,2026-01-23 18:55:21.640842+01:00,LN20250304,2025-03-04,28045.0,0.0,current,2025-04-06,2025-05-06,"{""duplicate_loan_id"": true, ""balance_exceeds_original"": true}",Current,10.0,28045.0
APP188,kunde188@mail.de,INST_421,solar_battery,13.4,26382,180,2024-07-04,699.0,51059.0,70174,approved,{},Fair,0.5166963708650777,2026-01-23 18:55:21.640842+01:00,LN20250303,2025-03-03,21988.0,0.0,current,2025-03-30,2025-04-29,{},Current,10.0,21988.0
APP189,contact189@mail.de,INST_512,solar_pv,10.0,12610,96,2024-08-03,660.0,59881.0,30163,approved,{},Fair,0.21058432557906515,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,12610.0
APP190,contact190@mail.de,INST_608,solar_battery,8.6,22797,96,2024-06-24,729.0,81254.0,70174,approved,{},Good,0.28056464912496615,2026-01-23 18:55:21.640842+01:00,LN20250304,2025-03-04,17249.0,0.0,current,2025-04-04,2025-05-04,"{""duplicate_loan_id"": true}",Current,10.0,17249.0
APP191,person191@mail.de,INST_608,solar_battery,8.5,27995,144,2024-06-28,775.0,87855.0,20099,declined,{},Excellent,0.31865004837516364,2026-01-23 18:55:21.640842+01:00,LN20250301,2025-03-01,17368.0,0.0,current,2025-04-16,2025-05-16,{},Current,10.0,17368.0
APP192,client192@web.de,INST_334,solar_battery,19.7,24108,120,2024-06-19,791.0,50572.0,70174,approved,{},Excellent,0.47670647789290516,2026-01-23 18:55:21.640842+01:00,LN20250301,2025-03-01,14155.0,0.0,current,2025-04-05,2025-05-05,"{""duplicate_loan_id"": true}",Current,10.0,14155.0
APP193,contact193@test.com,INST_719,heat_pump,,18245,120,2024-07-21,,40100.0,70174,approved,"{""credit_score_out_of_range"": true}",Unknown,0.4549875311720698,2026-01-23 18:55:21.640842+01:00,,,,,,,,,Current,,18245.0
