application_id,customer_email,installer_partner_id,installation_type,system_size_kwp,loan_amount_eur,loan_term_months,application_date,credit_score,annual_income_eur,postal_code,status,data_quality_flags,risk_category,loan_to_income_ratio,processed_at
APP155,person155@mail.de,INST_719,solar_pv,9.5,10672,180,2024-11-13,728.0,107655.0,40211,approved,{},Good,0.09913148483581813,2026-01-23 18:55:21.640842+01:00
APP156,person156@provider.com,INST_512,solar_pv,10.0,11381,180,2024-10-07,794.0,80015.0,10117,approved,{},Excellent,0.14223583078172844,2026-01-23 18:55:21.640842+01:00
APP157,kunde157@domain.de,INST_334,heat_pump,,22697,96,2024-10-13,652.0,85779.0,40211,approved,{},Fair,0.26459856141946164,2026-01-23 18:55:21.640842+01:00
APP158,client158@mail.de,INST_421,solar_pv,5.8,15461,120,2024-08-24,765.0,54709.0,70175,approved,{},Excellent,0.2826043246997752,2026-01-23 18:55:21.640842+01:00
APP159,customer159@provider.com,INST_421,heat_pump,,18093,144,2024-10-31,782.0,78054.0,10119,approved,{},Excellent,0.23180106080405874,2026-01-23 18:55:21.640842+01:00
APP160,customer160@mail.de,INST_091,solar_battery,10.7,25145,96,2024-06-05,776.0,98736.0,50667,approved,{},Excellent,0.25466901636687733,2026-01-23 18:55:21.640842+01:00
APP161,user161@provider.com,INST_512,solar_battery,18.0,24962,96,2024-11-17,619.0,56266.0,30159,approved,{},Poor,0.4436426971883553,2026-01-23 18:55:21.640842+01:00
APP162,person162@mail.de,INST_512,solar_battery,17.0,34327,120,2024-09-14,736.0,72346.0,01067,declined,{},Good,0.4744837309595555,2026-01-23 18:55:21.640842+01:00
APP163,person163@domain.de,INST_719,heat_pump,,24239,120,2024-09-03,652.0,85052.0,40210,pending,{},Fair,0.2849903588392983,2026-01-23 18:55:21.640842+01:00
APP164,user164@mail.de,INST_512,solar_pv,13.5,18452,120,2024-08-04,819.0,48446.0,40212,approved,{},Excellent,0.38087767823968954,2026-01-23 18:55:21.640842+01:00
APP165,person165@example.com,INST_091,solar_pv,5.5,16797,144,2024-09-20,818.0,38495.0,80335,declined,{},Excellent,0.43634238212754906,2026-01-23 18:55:21.640842+01:00
APP166,contact166@provider.com,INST_156,solar_pv,6.4,12392,180,2024-07-28,746.0,78947.0,50668,pending,{},Good,0.1569660658416406,2026-01-23 18:55:21.640842+01:00
APP167,applicant167@email.de,INST_287,heat_pump,,18449,120,2024-09-23,,63266.0,10115,pending,"{""credit_score_out_of_range"": true}",Unknown,0.29161002750292414,2026-01-23 18:55:21.640842+01:00
APP168,kunde168@provider.com,INST_608,solar_pv,6.1,11029,120,2024-08-17,739.0,94914.0,10117,approved,{},Good,0.11619992835619614,2026-01-23 18:55:21.640842+01:00
APP169,client169@email.de,INST_608,solar_pv,6.9,16825,96,2024-12-01,641.0,109798.0,50667,approved,{},Poor,0.15323594236689192,2026-01-23 18:55:21.640842+01:00
APP170,customer170@domain.de,INST_719,solar_battery,17.5,27850,144,2024-09-08,644.0,37128.0,10117,approved,{},Poor,0.750107735401853,2026-01-23 18:55:21.640842+01:00
APP171,customer171@provider.com,INST_512,solar_pv,11.3,17840,96,2024-07-05,624.0,95899.0,50670,approved,{},Poor,0.1860290513978248,2026-01-23 18:55:21.640842+01:00
APP172,contact172@mail.de,INST_042,solar_pv,9.0,18444,120,2024-08-15,660.0,75642.0,10117,declined,{},Fair,0.24383279130641708,2026-01-23 18:55:21.640842+01:00
APP173,contact173@example.com,INST_334,solar_battery,13.2,28029,120,2024-08-13,649.0,51315.0,30159,approved,{},Poor,0.546214557147033,2026-01-23 18:55:21.640842+01:00
APP174,buyer174@mail.de,INST_091,heat_pump,12.2,22955,96,2024-10-06,648.0,45828.0,70173,approved,{},Poor,0.5008946495592215,2026-01-23 18:55:21.640842+01:00
APP175,applicant175@mail.de,INST_042,heat_pump,,23272,96,2024-08-23,750.0,56842.0,50667,approved,{},Excellent,0.4094155729918018,2026-01-23 18:55:21.640842+01:00
APP176,kunde176@test.com,INST_091,heat_pump,12.3,16510,120,2024-11-19,753.0,55969.0,60311,approved,{},Excellent,0.29498472368632633,2026-01-23 18:55:21.640842+01:00
APP177,customer177@web.de,INST_156,heat_pump,,23371,144,2024-12-17,588.0,55111.0,50670,approved,{},Poor,0.42407141949882965,2026-01-23 18:55:21.640842+01:00
APP178,customer178@mail.de,INST_287,solar_battery,14.2,30176,180,2024-09-10,586.0,59385.0,40212,approved,{},Poor,0.5081417866464596,2026-01-23 18:55:21.640842+01:00
APP179,contact179@email.de,INST_334,heat_pump,,18223,144,2024-07-25,631.0,51074.0,50667,approved,{},Poor,0.3567960214590594,2026-01-23 18:55:21.640842+01:00
APP180,customer180@test.com,INST_156,solar_pv,12.9,12852,120,2024-11-29,797.0,55644.0,70175,approved,{},Excellent,0.23096829846883762,2026-01-23 18:55:21.640842+01:00
APP181,buyer181@example.com,INST_512,solar_battery,15.3,24126,180,2024-12-20,699.0,107305.0,10115,approved,{},Fair,0.22483574856716834,2026-01-23 18:55:21.640842+01:00
APP182,user182@domain.de,INST_608,solar_battery,13.6,29372,120,2024-12-14,661.0,44720.0,30163,approved,{},Fair,0.6567978533094813,2026-01-23 18:55:21.640842+01:00
APP183,client183@provider.com,INST_203,solar_pv,6.5,18488,144,2024-12-14,792.0,51274.0,60313,approved,{},Excellent,0.36057260989975426,2026-01-23 18:55:21.640842+01:00
APP184,customer184@web.de,INST_156,solar_battery,15.5,24050,120,2024-10-11,721.0,70972.0,10119,approved,{},Good,0.33886603167446316,2026-01-23 18:55:21.640842+01:00
APP185,buyer185@provider.com,INST_203,heat_pump,,65324,180,2024-07-14,795.0,108874.0,40211,declined,{},Excellent,0.5999963260282528,2026-01-23 18:55:21.640842+01:00
APP186,applicant186@mail.de,INST_512,heat_pump,,23912,96,2024-11-06,654.0,74596.0,10115,approved,{},Fair,0.3205533808783313,2026-01-23 18:55:21.640842+01:00
APP187,client187@provider.com,INST_334,solar_pv,6.4,19939,180,2024-11-24,632.0,79589.0,20100,approved,{},Poor,0.25052456997826333,2026-01-23 18:55:21.640842+01:00
APP188,kunde188@mail.de,INST_421,solar_battery,13.4,26382,180,2024-07-04,699.0,51059.0,70174,approved,{},Fair,0.5166963708650777,2026-01-23 18:55:21.640842+01:00
APP189,contact189@mail.de,INST_512,solar_pv,10.0,12610,96,2024-08-03,660.0,59881.0,30163,approved,{},Fair,0.21058432557906515,2026-01-23 18:55:21.640842+01:00
APP190,contact190@mail.de,INST_608,solar_battery,8.6,22797,96,2024-06-24,729.0,81254.0,70174,approved,{},Good,0.28056464912496615,2026-01-23 18:55:21.640842+01:00
APP191,person191@mail.de,INST_608,solar_battery,8.5,27995,144,2024-06-28,775.0,87855.0,20099,declined,{},Excellent,0.31865004837516364,2026-01-23 18:55:21.640842+01:00
APP192,client192@web.de,INST_334,solar_battery,19.7,24108,120,2024-06-19,791.0,50572.0,70174,approved,{},Excellent,0.47670647789290516,2026-01-23 18:55:21.640842+01:00
APP193,contact193@test.com,INST_719,heat_pump,,18245,120,2024-07-21,,40100.0,70174,approved,"{""credit_score_out_of_range"": true}",Unknown,0.4549875311720698,2026-01-23 18:55:21.640842+01:00
APP194,contact194@provider.com,INST_719,heat_pump,,21511,144,2024-08-23,769.0,74221.0,50668,approved,{},Excellent,0.28982363482033385,2026-01-23 18:55:21.640842+01:00
APP195,person195@provider.com,INST_042,solar_pv,11.0,10436,180,2024-09-30,686.0,75327.0,50670,approved,{},Fair,0.13854262083980512,2026-01-23 18:55:21.640842+01:00
APP196,kunde196@example.com,INST_334,heat_pump,14.6,19968,180,2024-07-14,677.0,54369.0,40212,declined,{},Fair,0.367268112343431,2026-01-23 18:55:21.640842+01:00
APP197,person197@web.de,INST_334,solar_battery,16.7,34055,180,2024-07-09,736.0,96814.0,01069,approved,{},Good,0.351756977296672,2026-01-23 18:55:21.640842+01:00
APP198,buyer198@web.de,INST_512,solar_battery,12.3,30950,120,2024-10-13,716.0,79869.0,50668,pending,{},Good,0.38750954688302097,2026-01-23 18:55:21.640842+01:00
APP199,client199@example.com,INST_334,solar_battery,10.5,33549,144,2024-08-03,656.0,72880.0,70175,approved,{},Fair,0.46033205268935234,2026-01-23 18:55:21.640842+01:00
APP200,customer200@mail.de,INST_512,solar_pv,7.9,12399,144,2024-08-13,681.0,80237.0,40210,approved,{},Fair,0.15452970574672534,2026-01-23 18:55:21.640842+01:00
